id,airdate,episode_number,image_path,name,season,synopsis
684,2020-05-17,684,/episode/684.webp,The Way of the Dog,31,"After the Simpsons' dog bites Marge, the family explores the tragic past of Santa's Little Helper."
685,2020-09-27,685,/episode/685.webp,Undercover Burns,32,
686,2020-10-04,686,/episode/686.webp,"I, Carumbus",32,
687,2020-10-11,687,/episode/687.webp,"Now Museum, Now You Don't",32,
688,,688,/episode/688.webp,Treehouse of Horror XXXI,32,"This year, Homer learns the hard way that voting in elections does matter; the toys Bart once tortured and abused get their revenge; Homer finds a nickel slot machine that brings alternate universe versions of Homer into the current universe; and Lisa is cursed to repeat her ninth birthday."
689,2020-11-08,689,/episode/689.webp,The 7 Beer Itch,32,"When Marge and the kids take a seaside vacation, Homer is unwittingly tempted by a British femme fatale named Lily Marleen."
690,2020-11-15,690,/episode/690.webp,Podcast News,32,"Grampa is accused of a crime, while Kent Brockman questions his career."
691,2020-11-22,691,/episode/691.webp,Three Dreams Denied,32,"Bart becomes a voiceover actor and Comic Book Guy is humiliated at Comic-Con. Meanwhile, Lisa is set up for a fall."
692,2020-11-29,692,/episode/692.webp,The Road to Cincinnati,32,"Odd couple Skinner and Chalmers embark on an 800-mile car ride to Cincinnati to attend an administrator's convention, but whether they reach their destination without killing each other first is anyone's guess."
693,2020-12-06,693,/episode/693.webp,Sorry Not Sorry,32,"Lisa calls her teacher, Ms. Hoover, a ""hack"" and refuses to apologize. Then, she learns Ms. Hoover’s private pain."
694,2020-12-13,694,/episode/694.webp,A Springfield Summer Christmas for Christmas,32,"A cable channel films a Christmas movie in Springfield and Skinner falls in love, but after some leaks, things go for the worse."
695,2021-01-03,695,/episode/695.webp,The Dad-Feelings Limited,32,
696,,696,/episode/696.webp,Diary Queen,32,"Bart finds his old teacher's diary and learns a surprising secret. Then, Lisa discovers an even bigger surprise."
697,2021-02-28,697,/episode/697.webp,Wad Goals,32,
698,2021-03-07,698,/episode/698.webp,Yokel Hero,32,"Cletus becomes a singing sensation, while Homer becomes a new man. Then, Cletus turns on his fans, ruining everything."
699,2021-03-14,699,/episode/699.webp,Do PizzaBots Dream of Electric Guitars?,32,"Homer tries to reunite a mechanical band from his youth, but film and TV creator J. J. Abrams gets hold of them first."
700,2021-03-21,700,/episode/700.webp,Manger Things,32,Learn a secret of Flanders’ past and discover a never-before-seen room.
701,2021-03-28,701,/episode/701.webp,Uncut Femmes,32,Chief Wiggum’s wife is more than she seems; Marge takes part in a jewel heist.
702,2021-04-11,702,/episode/702.webp,Burger Kings,32,Mr. Burns gets into the plant-based burger business. Lisa refuses to believe he’s up to no good.
703,2021-04-18,703,/episode/703.webp,Panic on the Streets of Springfield,32,"Lisa gets an imaginary friend who makes her feel much better about her friends. Meanwhile, Homer gets a vehicle with awesome torque."
704,,704,/episode/704.webp,Mother and Child Reunion,32,"Lisa makes a shocking college decision, wounding Marge. It leads to a very surprising place."
705,2021-05-16,705,/episode/705.webp,The Man from G.R.A.M.P.A.,32,
706,2021-05-23,706,/episode/706.webp,The Last Barfighter,32,"After Moe breaks their most sacred rule, a secret society of bartenders seeks ultimate vengeance on Homer and his friends."
707,2021-09-26,707,/episode/707.webp,The Star of the Backstage,33,A musical comes to life in Springfield as Marge stages a revival of her beloved high school show - but her wonderful memories are threatened by the return of a rival from the past.
708,2021-10-03,708,/episode/708.webp,Bart's In Jail!,33,"When Grampa falls victim to a phone scammer, the Simpsons set out on a mission of vengeance to get his money back."
709,2021-10-10,709,/episode/709.webp,Treehouse of Horror XXXII,33,"This year, there are five horrific segments instead of the usual three:"
710,2021-10-17,710,/episode/710.webp,The Wayz We Were,33,Evergreen Terrace is overrun with traffic and Moe has a fateful choice to make.
711,2021-10-24,711,/episode/711.webp,Lisa's Belly,33,Marge puts a hurtful word in Lisa's brain and Bart gets swole.
712,2021-11-07,712,/episode/712.webp,A Serious Flanders: Part One,33,"When a ruthless debt collector comes to Springfield, Homer and Ned's lives are sucked into the artfully violent world of prestige TV."
713,2021-11-14,713,/episode/713.webp,A Serious Flanders: Part Two,33,Uff-da! Things for Ned and Homer go from bad to gosh-darn worse in the stunning conclusion of this SIMPFLIX prestige crime thriller.
714,2021-11-21,714,/episode/714.webp,Portrait of a Lackey on Fire,33,"Smithers finds true love with a famous fashion designer, but will his new relationship destroy Springfield?"
715,2021-11-28,715,/episode/715.webp,Mothers and Other Strangers,33,Teenager Homer and Grampa take a road trip to look for his mom.
716,2021-12-19,716,/episode/716.webp,A Made Maggie,33,Fit-Fat Tony becomes Godfather to Maggie Simpson.
717,2022-01-02,717,/episode/717.webp,The Longest Marge,33,Marge and Mr. Burns fight for soul of a brash young football prodigy.
718,2022-02-27,718,/episode/718.webp,Pixelated and Afraid,33,"When Homer and Marge are lost in an icy wilderness, they must push themselves to their limits to survive."
719,2022-03-06,719,/episode/719.webp,Boyz N the Highlands,33,"Bart, Martin, Nelson and Dolph are on the run for their lives when a wilderness weekend takes a chilling turn."
720,2022-03-13,720,/episode/720.webp,You Won't Believe What This Episode is About - Act Three Will Shock You!,33,"When Homer is erroneously blamed for leaving Santa's Little Helper locked in a hot car, footage of the incident goes viral, outraging all of Springfield and making Homer a pariah."
721,2022-03-20,721,/episode/721.webp,Bart the Cool Kid,33,"When Bart befriends a famous kid influencer who owns an ultra-cool skate wear brand, Homer leads a rebellion of loser dads against them."
722,2022-03-27,722,/episode/722.webp,Pretty Whittle Liar,33,Cletus discovers that his wife Brandine has been hiding a secret love ... of learning.
723,2022-04-10,723,/episode/723.webp,The Sound of Bleeding Gums,33,Lisa meets the son of the late musician Bleeding Gums Murphy -- and attempts to improve his life.
724,2022-04-24,724,/episode/724.webp,My Octopus and a Teacher,33,"Bart can't control his feelings when he gets a new teacher. Meanwhile, Lisa befriends an octopus."
725,,725,/episode/725.webp,Girls Just Shauna Have Fun,33,"When Lisa joins the high school marching band, she finds an unlikely mentor in Shauna Chalmers. Meanwhile, Homer   becomes a craft beer brewer with Chalmers."
726,2022-05-08,726,/episode/726.webp,Marge the Meanie,33,A surprise from Marge's past has her bonding with Bart and while Homer tries to bond with Lisa.
727,2022-05-15,727,/episode/727.webp,Meat Is Murder,33,"Grampa finds himself in a pickle when his hidden hamburger past comes back to ""ketchup"" with him."
728,2022-05-22,728,/episode/728.webp,Poorhouse Rock,33,"After Bart humiliates him at church, Homer finally teaches his son to admire his dad - til a visit from a magical, singing janitor (Hugh Jackman) changes everything they thought they knew."
729,2022-09-25,729,/episode/729.webp,Habeas Tortoise,34,"After Homer humiliates himself in a town meeting, he looks for acceptance in an internet group hunting for a missing tortoise but finds something much more sinister."
730,2022-10-02,730,/episode/730.webp,One Angry Lisa,34,Lisa gets called for jury duty while Marge becomes obsessed with her exercise bike.
731,2022-10-09,731,/episode/731.webp,Lisa the Boy Scout,34,"An episode of The Simpsons where Bart and Lisa join a kids' scout troop that just went co-ed gets interrupted by a pair of Internet hackers who hold the show hostage in exchange for Bitcoins by showing ""show-ruining"" clips."
732,2022-10-16,732,/episode/732.webp,The King of Nice,34,Marge is hired as a segment producer on Krusty's new daytime talk show. But her initial excitement about the job fades when she discovers what an endless nightmare it is.
733,2022-10-23,733,/episode/733.webp,Not It,34,"In this full-length “Treehouse of Horror” Halloween episode, Homer and his teenaged friends are pursued by a killer clown (Krusty) in a spoof of Stephen King’s novel It (though, mostly, it's based on the 2017 movie version)."
734,2022-10-30,734,/episode/734.webp,Treehouse of Horror XXXIII,34,"This year's tales of terror see Marge become possessed by a demon that feeds off her resentment and misery as a mom, a spoof of the anime Death Note where Lisa saves the world by writing names in a cursed notebook, and a Westworld parody where The Simpsons discover that they're robots in a theme park chronicling the show's history and memorable moments."
735,2022-11-13,735,/episode/735.webp,From Beer to Paternity,34,"When Homer becomes Duffman's girl-dad hero, they go on a road trip with Lisa that threatens to expose Homer's terrible parenting."
736,2022-11-20,736,/episode/736.webp,Step Brother from the Same Planet,34,"Homer has a rival in Grampa's love in a ""Stepbrothers"" scenario."
